时间,类型,舰种,船只
2016/12/15 19:38:23,改修,駆逐艦,菊月(Lv.1)
2016/12/15 19:38:23,改修,駆逐艦,時雨(Lv.1)
2016/12/15 19:38:11,解体,駆逐艦,電(Lv.1)
2016/12/15 19:33:54,解体,駆逐艦,潮(Lv.1)
2016/12/15 19:25:52,改修,軽巡洋艦,名取(Lv.1)
2016/12/15 19:25:52,改修,戦艦,伊勢(Lv.1)
2016/12/15 19:18:32,改修,駆逐艦,文月(Lv.1)
2016/12/15 19:18:32,改修,駆逐艦,子日(Lv.1)
2016/12/15 19:18:32,改修,重巡洋艦,加古(Lv.1)
2016/12/15 19:18:32,改修,重巡洋艦,摩耶(Lv.1)
2016/12/15 19:18:32,改修,重巡洋艦,足柄(Lv.1)
2016/12/15 19:15:50,解体,駆逐艦,子日(Lv.2)
2016/12/15 19:10:38,解体,駆逐艦,皐月(Lv.1)
2016/12/15 19:07:59,解体,駆逐艦,綾波(Lv.2)
2016/12/15 18:43:11,解体,駆逐艦,綾波(Lv.2)
2016/12/15 18:31:11,解体,駆逐艦,初雪(Lv.2)
2016/12/15 18:26:34,解体,駆逐艦,白雪(Lv.1)
2016/12/15 18:23:59,改修,駆逐艦,白雪(Lv.2)
2016/12/15 18:23:59,改修,駆逐艦,磯波(Lv.1)
2016/12/15 18:23:59,改修,駆逐艦,磯波(Lv.1)
2016/12/15 18:23:59,改修,駆逐艦,文月(Lv.1)
2016/12/15 18:23:59,改修,駆逐艦,若葉(Lv.1)
2016/12/15 18:23:45,改修,駆逐艦,初霜(Lv.1)
2016/12/15 18:23:45,改修,駆逐艦,五月雨(Lv.1)
2016/12/15 16:15:14,解体,駆逐艦,曙(Lv.2)
2016/12/15 15:51:41,解体,駆逐艦,荒潮(Lv.1)
2016/12/15 15:37:60,解体,駆逐艦,磯波(Lv.1)
2016/12/15 14:59:06,改修,軽空母,飛鷹(Lv.1)
2016/12/15 14:57:01,改修,駆逐艦,五月雨(Lv.1)
2016/12/15 14:57:01,改修,駆逐艦,黒潮(Lv.1)
2016/12/15 14:56:49,改修,駆逐艦,叢雲(Lv.1)
2016/12/15 14:56:49,改修,駆逐艦,綾波(Lv.1)
2016/12/14 22:37:11,解体,駆逐艦,初雪(Lv.1)
2016/12/14 22:36:30,解体,軽巡洋艦,五十鈴(Lv.1)
2016/12/14 22:35:27,改修,重巡洋艦,妙高(Lv.1)
2016/12/14 22:35:27,改修,重巡洋艦,利根(Lv.1)
2016/12/14 17:22:30,改修,軽巡洋艦,川内(Lv.1)
2016/12/14 17:22:30,改修,軽巡洋艦,球磨(Lv.1)
2016/12/14 17:02:06,改修,駆逐艦,霞(Lv.1)
2016/12/14 17:02:06,改修,駆逐艦,涼風(Lv.1)
2016/12/14 17:01:57,改修,駆逐艦,初雪(Lv.1)
2016/12/14 17:01:57,改修,駆逐艦,電(Lv.1)
2016/12/14 16:06:40,解体,駆逐艦,初雪(Lv.1)
2016/12/14 15:58:30,解体,駆逐艦,如月(Lv.2)
2016/12/14 15:50:13,解体,駆逐艦,初春(Lv.1)
2016/12/14 15:45:57,解体,駆逐艦,霞(Lv.1)
2016/12/14 15:39:58,解体,駆逐艦,大潮(Lv.2)
2016/12/14 15:34:35,解体,駆逐艦,皐月(Lv.1)
2016/12/14 15:31:60,解体,駆逐艦,睦月(Lv.1)
2016/12/14 15:27:13,解体,駆逐艦,満潮(Lv.1)
2016/12/14 15:25:01,解体,駆逐艦,望月(Lv.1)
2016/12/14 01:26:05,解体,駆逐艦,如月(Lv.1)
2016/12/14 01:24:56,解体,駆逐艦,三日月(Lv.1)
2016/12/14 01:15:05,改修,駆逐艦,霞(Lv.1)
2016/12/14 01:15:05,改修,駆逐艦,不知火(Lv.1)
2016/12/14 01:14:56,改修,駆逐艦,敷波(Lv.1)
2016/12/14 01:14:56,改修,駆逐艦,村雨(Lv.1)
2016/12/13 24:43:13,改修,軽巡洋艦,五十鈴(Lv.1)
2016/12/13 24:43:13,改修,重巡洋艦,最上(Lv.1)
2016/12/13 24:42:59,改修,駆逐艦,如月(Lv.1)
2016/12/13 24:42:59,改修,駆逐艦,長月(Lv.1)
2016/12/13 24:17:58,改修,戦艦,比叡(Lv.1)
2016/12/13 23:40:31,改修,軽空母,飛鷹(Lv.1)
2016/12/13 23:40:23,改修,水上機母艦,千歳(Lv.1)
2016/12/13 23:24:54,改修,重巡洋艦,摩耶(Lv.1)
2016/12/13 23:24:30,改修,駆逐艦,時雨(Lv.1)
2016/12/13 23:24:30,改修,駆逐艦,夕立(Lv.1)
2016/12/13 23:23:54,改修,重巡洋艦,筑摩(Lv.1)
2016/12/13 23:13:37,改修,軽空母,龍驤(Lv.1)
2016/12/13 23:13:37,改修,駆逐艦,初春(Lv.1)
2016/12/13 23:13:06,改修,駆逐艦,磯波(Lv.1)
2016/12/13 23:13:06,改修,駆逐艦,電(Lv.1)
2016/12/13 17:46:33,解体,駆逐艦,夕立(Lv.2)
2016/12/13 17:46:28,解体,駆逐艦,吹雪(Lv.1)
2016/12/13 16:15:06,改修,重巡洋艦,那智(Lv.1)
2016/12/13 16:15:06,改修,重巡洋艦,鳥海(Lv.1)
2016/12/13 16:14:21,改修,駆逐艦,皐月(Lv.1)
2016/12/13 16:14:21,改修,駆逐艦,三日月(Lv.1)
2016/12/13 16:14:01,改修,駆逐艦,長月(Lv.2)
2016/12/13 16:14:01,改修,駆逐艦,時雨(Lv.1)
2016/12/12 24:60:60,解体,軽巡洋艦,長良(Lv.1)
2016/12/12 24:60:55,解体,駆逐艦,初霜(Lv.1)
2016/12/12 24:58:06,解体,駆逐艦,朧(Lv.1)
2016/12/12 24:58:01,解体,駆逐艦,村雨(Lv.1)
2016/12/12 24:57:57,解体,駆逐艦,荒潮(Lv.1)
2016/12/12 24:57:53,解体,駆逐艦,深雪(Lv.1)
2016/12/12 24:57:49,解体,重巡洋艦,筑摩(Lv.1)
2016/12/12 24:57:45,解体,重巡洋艦,青葉(Lv.1)
2016/12/12 24:57:41,解体,重巡洋艦,足柄(Lv.1)
2016/12/12 22:45:01,解体,駆逐艦,響(Lv.1)
2016/12/12 22:42:18,解体,駆逐艦,如月(Lv.1)
2016/12/12 22:39:45,解体,駆逐艦,初雪(Lv.1)
2016/12/12 22:36:40,解体,駆逐艦,霰(Lv.1)
2016/12/12 22:33:41,解体,駆逐艦,響(Lv.1)
2016/12/12 22:28:32,解体,軽空母,龍驤(Lv.1)
2016/12/12 22:28:28,解体,重巡洋艦,筑摩(Lv.1)
2016/12/12 22:24:30,改修,軽巡洋艦,神通(Lv.1)
2016/12/12 22:24:30,改修,駆逐艦,皐月(Lv.1)
2016/12/12 22:23:52,改修,駆逐艦,大潮(Lv.1)
2016/12/12 22:23:52,改修,駆逐艦,曙(Lv.1)
2016/12/12 22:23:42,改修,駆逐艦,朧(Lv.1)
2016/12/12 22:23:42,改修,駆逐艦,子日(Lv.1)
2016/12/12 18:46:39,解体,駆逐艦,響(Lv.2)
2016/12/12 18:41:13,解体,駆逐艦,初雪(Lv.1)
2016/12/12 18:37:46,解体,駆逐艦,大潮(Lv.2)
2016/12/12 18:33:25,解体,駆逐艦,夕立(Lv.2)
2016/12/12 14:16:11,解体,駆逐艦,曙(Lv.1)
2016/12/12 02:14:56,改修,駆逐艦,睦月(Lv.1)
2016/12/12 02:14:56,改修,駆逐艦,長月(Lv.1)
2016/12/12 02:14:08,改修,駆逐艦,雷(Lv.1)
2016/12/12 02:14:08,改修,軽巡洋艦,多摩(Lv.1)
2016/12/12 02:02:40,解体,軽空母,龍驤(Lv.1)
2016/12/12 02:02:32,解体,重巡洋艦,加古(Lv.1)
2016/12/12 02:02:28,解体,軽巡洋艦,那珂(Lv.1)
2016/12/12 01:33:03,解体,軽巡洋艦,多摩(Lv.1)
2016/12/12 01:32:58,解体,軽巡洋艦,天龍(Lv.1)
2016/12/12 01:32:53,解体,軽巡洋艦,天龍(Lv.1)
2016/12/12 01:26:36,改修,駆逐艦,雷(Lv.1)
2016/12/12 01:26:36,改修,駆逐艦,曙(Lv.1)
2016/12/12 01:26:27,改修,駆逐艦,文月(Lv.1)
2016/12/12 01:26:27,改修,軽巡洋艦,神通(Lv.1)
2016/12/11 19:15:16,解体,駆逐艦,雷(Lv.2)
2016/12/11 11:57:12,解体,駆逐艦,暁(Lv.1)
2016/12/11 11:54:24,解体,駆逐艦,五月雨(Lv.2)
2016/12/11 11:47:10,解体,駆逐艦,荒潮(Lv.1)
2016/12/11 11:30:11,解体,軽巡洋艦,川内(Lv.1)
2016/12/11 01:48:56,改修,軽空母,鳳翔(Lv.1)
2016/12/11 01:48:56,改修,軽空母,隼鷹(Lv.1)
2016/12/11 01:48:56,改修,正規空母,翔鶴(Lv.1)
2016/12/11 01:48:56,改修,軽空母,瑞鳳(Lv.1)
2016/12/11 01:48:56,改修,軽空母,瑞鳳(Lv.1)
2016/12/11 01:48:09,解体,水上機母艦,千歳(Lv.1)
2016/12/11 01:47:52,解体,軽巡洋艦,木曾(Lv.1)
2016/12/11 01:46:46,解体,駆逐艦,涼風(Lv.1)
2016/12/11 01:46:42,解体,軽巡洋艦,多摩(Lv.1)
2016/12/11 01:45:58,解体,軽巡洋艦,川内(Lv.1)
2016/12/11 01:45:53,解体,軽巡洋艦,神通(Lv.1)
2016/12/11 01:43:12,改修,正規空母,蒼龍(Lv.1)
2016/12/11 01:43:12,改修,軽空母,飛鷹(Lv.1)
2016/12/11 01:43:12,改修,軽空母,隼鷹(Lv.1)
2016/12/11 01:43:12,改修,軽空母,隼鷹(Lv.1)
2016/12/11 01:43:12,改修,軽空母,祥鳳(Lv.1)
2016/12/11 01:37:50,解体,重巡洋艦,最上(Lv.1)
2016/12/11 01:37:43,解体,軽巡洋艦,鬼怒(Lv.1)
2016/12/11 01:36:33,解体,重巡洋艦,利根(Lv.1)
2016/12/11 01:36:28,解体,水上機母艦,千歳(Lv.1)
2016/12/11 01:26:45,改修,駆逐艦,睦月(Lv.1)
2016/12/11 01:26:45,改修,戦艦,比叡(Lv.1)
2016/12/11 01:26:45,改修,戦艦,比叡(Lv.1)
2016/12/11 01:26:45,改修,戦艦,金剛(Lv.1)
2016/12/11 01:25:09,解体,軽巡洋艦,那珂(Lv.1)
2016/12/11 01:25:05,解体,重巡洋艦,羽黒(Lv.1)
2016/12/11 01:25:01,解体,重巡洋艦,羽黒(Lv.1)
2016/12/11 01:24:57,解体,軽巡洋艦,五十鈴(Lv.1)
2016/12/10 24:14:40,解体,駆逐艦,白雪(Lv.1)
2016/12/10 24:14:35,解体,駆逐艦,暁(Lv.1)
2016/12/10 24:14:27,解体,軽巡洋艦,那珂(Lv.1)
2016/12/10 23:52:35,解体,軽巡洋艦,多摩(Lv.1)
2016/12/10 23:52:26,解体,駆逐艦,如月(Lv.1)
2016/12/10 23:52:22,解体,軽巡洋艦,夕張(Lv.1)
2016/12/10 23:52:18,解体,駆逐艦,電(Lv.1)
2016/12/10 23:30:28,解体,駆逐艦,敷波(Lv.1)
2016/12/10 23:30:23,解体,駆逐艦,雷(Lv.1)
2016/12/10 23:30:19,解体,駆逐艦,五月雨(Lv.1)
2016/12/10 23:30:15,解体,駆逐艦,大潮(Lv.1)
2016/12/10 23:18:57,解体,駆逐艦,文月(Lv.1)
2016/12/10 23:16:13,解体,駆逐艦,長月(Lv.1)
2016/12/10 23:09:42,解体,駆逐艦,文月(Lv.1)
2016/12/10 23:04:51,解体,駆逐艦,長月(Lv.1)
2016/12/10 23:01:56,解体,駆逐艦,望月(Lv.1)
2016/12/10 22:59:18,解体,駆逐艦,初雪(Lv.1)
2016/12/10 22:56:38,解体,駆逐艦,子日(Lv.1)
2016/12/10 22:53:08,解体,駆逐艦,磯波(Lv.2)
2016/12/10 22:41:52,改修,駆逐艦,白雪(Lv.1)
2016/12/10 22:41:52,改修,駆逐艦,如月(Lv.1)
2016/12/10 22:41:41,改修,駆逐艦,初霜(Lv.1)
2016/12/10 22:41:41,改修,駆逐艦,響(Lv.1)
2016/12/09 16:53:16,解体,駆逐艦,霰(Lv.2)
2016/12/09 16:41:06,解体,駆逐艦,初雪(Lv.1)
2016/12/09 16:37:43,解体,駆逐艦,曙(Lv.1)
2016/12/09 16:16:35,解体,駆逐艦,初春(Lv.1)
2016/12/09 16:12:26,解体,駆逐艦,白雪(Lv.2)
2016/12/09 16:06:33,解体,駆逐艦,長月(Lv.2)
2016/12/09 15:57:13,解体,駆逐艦,響(Lv.1)
2016/12/09 15:51:38,改修,軽巡洋艦,神通(Lv.1)
2016/12/09 15:51:38,改修,駆逐艦,清霜(Lv.1)
2016/12/09 15:51:38,改修,駆逐艦,響(Lv.1)
2016/12/09 15:46:33,改修,重巡洋艦,愛宕(Lv.1)
2016/12/09 15:45:52,改修,重巡洋艦,鈴谷(Lv.1)
2016/12/09 14:49:11,解体,駆逐艦,睦月(Lv.2)
2016/12/09 14:43:51,解体,駆逐艦,菊月(Lv.2)
2016/12/09 14:30:60,解体,駆逐艦,如月(Lv.1)
2016/12/09 14:28:38,解体,駆逐艦,若葉(Lv.1)
2016/12/09 14:26:56,解体,駆逐艦,時雨(Lv.2)
2016/12/09 14:19:41,解体,駆逐艦,響(Lv.1)
2016/12/09 14:15:33,解体,駆逐艦,三日月(Lv.2)
2016/12/09 13:22:45,改修,駆逐艦,雷(Lv.1)
2016/12/09 13:22:45,改修,駆逐艦,初雪(Lv.1)
2016/12/09 13:22:26,解体,駆逐艦,菊月(Lv.2)
2016/12/09 13:19:44,改修,駆逐艦,皐月(Lv.1)
2016/12/09 13:19:44,改修,駆逐艦,叢雲(Lv.1)
2016/12/08 24:02:54,解体,駆逐艦,白雪(Lv.1)
2016/12/08 23:57:10,解体,駆逐艦,初霜(Lv.1)
2016/12/08 23:48:28,解体,駆逐艦,電(Lv.1)
2016/12/08 23:47:16,解体,駆逐艦,曙(Lv.2)
2016/12/08 13:41:02,解体,駆逐艦,暁(Lv.2)
2016/12/08 13:30:12,解体,駆逐艦,五月雨(Lv.2)
2016/12/08 12:41:02,解体,駆逐艦,初雪(Lv.2)
2016/12/07 23:10:28,解体,軽巡洋艦,天龍(Lv.1)
2016/12/07 23:07:32,解体,駆逐艦,綾波(Lv.2)
2016/12/07 22:60:07,解体,駆逐艦,子日(Lv.2)
2016/12/07 14:49:38,解体,駆逐艦,長月(Lv.1)
2016/12/07 14:23:38,改修,潜水空母,伊58改(Lv.50)
2016/12/07 14:23:38,改修,駆逐艦,荒潮(Lv.1)
2016/12/07 14:20:11,改修,駆逐艦,潮(Lv.1)
2016/12/07 14:20:11,改修,駆逐艦,白雪(Lv.1)
2016/12/07 14:20:02,改修,駆逐艦,響(Lv.1)
2016/12/07 14:20:02,改修,駆逐艦,電(Lv.1)
2016/12/07 14:14:27,解体,駆逐艦,時雨(Lv.2)
2016/12/07 14:08:11,改修,軽空母,隼鷹(Lv.1)
2016/12/07 14:07:42,改修,駆逐艦,潮(Lv.1)
2016/12/07 14:07:42,改修,駆逐艦,村雨(Lv.1)
2016/12/07 14:07:30,改修,重雷装巡洋艦,大井改二(Lv.50)
2016/12/06 24:29:17,改修,駆逐艦,敷波(Lv.1)
2016/12/06 24:29:17,改修,軽巡洋艦,多摩(Lv.1)
2016/12/06 24:29:17,改修,駆逐艦,大潮(Lv.1)
2016/12/06 24:29:06,改修,重巡洋艦,妙高(Lv.1)
2016/12/06 24:28:56,改修,重巡洋艦,羽黒(Lv.1)
2016/12/06 23:45:03,改修,駆逐艦,夕立(Lv.1)
2016/12/06 23:45:03,改修,駆逐艦,雷(Lv.1)
2016/12/06 23:44:53,改修,駆逐艦,霞(Lv.1)
2016/12/06 23:44:53,改修,駆逐艦,満潮(Lv.1)
2016/12/06 23:44:43,改修,重巡洋艦,那智(Lv.1)
2016/12/06 23:44:33,改修,重巡洋艦,摩耶(Lv.1)
2016/12/06 16:44:13,改修,駆逐艦,若葉(Lv.1)
2016/12/06 16:44:13,改修,駆逐艦,初雪(Lv.2)
2016/12/06 16:43:47,改修,駆逐艦,朧(Lv.1)
2016/12/06 16:43:47,改修,駆逐艦,若葉(Lv.1)
2016/12/06 16:43:35,改修,駆逐艦,敷波(Lv.1)
2016/12/06 16:43:35,改修,駆逐艦,雷(Lv.1)
2016/12/06 13:07:30,解体,駆逐艦,敷波(Lv.2)
2016/12/06 13:01:23,解体,駆逐艦,綾波(Lv.1)
2016/12/06 12:30:37,解体,駆逐艦,響(Lv.1)
2016/12/06 12:26:14,解体,駆逐艦,響(Lv.1)
2016/12/06 12:23:36,解体,駆逐艦,曙(Lv.1)
2016/12/05 22:47:30,改修,駆逐艦,曙(Lv.1)
2016/12/05 22:47:30,改修,駆逐艦,荒潮(Lv.1)
2016/12/05 22:47:18,改修,駆逐艦,望月(Lv.1)
2016/12/05 22:47:18,改修,駆逐艦,時雨(Lv.1)
2016/12/05 22:24:52,解体,駆逐艦,白雪(Lv.2)
2016/12/05 21:54:56,解体,駆逐艦,曙(Lv.1)
2016/12/05 21:50:34,解体,駆逐艦,響(Lv.2)
2016/12/05 21:40:01,解体,駆逐艦,初雪(Lv.1)
2016/12/05 21:27:48,解体,駆逐艦,皐月(Lv.2)
2016/12/05 21:21:51,解体,駆逐艦,磯波(Lv.2)
2016/12/05 21:10:25,解体,駆逐艦,三日月(Lv.1)
2016/12/05 02:22:60,解体,軽巡洋艦,川内(Lv.1)
2016/12/04 15:23:47,解体,駆逐艦,響(Lv.1)
2016/12/04 15:20:40,解体,駆逐艦,初霜(Lv.2)
2016/12/04 15:13:30,解体,駆逐艦,初霜(Lv.1)
2016/12/04 15:10:37,解体,駆逐艦,皐月(Lv.1)
2016/12/04 15:08:28,解体,駆逐艦,望月(Lv.1)
2016/12/04 15:06:11,解体,駆逐艦,響(Lv.1)
2016/12/04 14:59:43,解体,潜水艦,伊58(Lv.2)
2016/12/03 16:33:07,解体,駆逐艦,菊月(Lv.1)
2016/12/03 16:23:10,解体,駆逐艦,白雪(Lv.2)
2016/12/03 15:52:47,解体,駆逐艦,菊月(Lv.1)
2016/12/03 15:21:57,改修,重巡洋艦,妙高(Lv.1)
2016/12/03 15:21:45,改修,戦艦,山城(Lv.1)
2016/12/03 01:07:26,解体,駆逐艦,深雪(Lv.2)
2016/12/02 17:46:34,解体,戦艦,比叡(Lv.1)
2016/12/02 17:46:30,解体,駆逐艦,白雪(Lv.1)
2016/12/02 17:46:26,解体,戦艦,榛名(Lv.1)
2016/12/02 17:44:49,改修,軽巡洋艦,那珂(Lv.1)
2016/12/02 17:44:49,改修,軽巡洋艦,球磨(Lv.1)
2016/12/02 17:09:36,改修,軽空母,龍驤(Lv.1)
2016/12/02 17:08:58,改修,駆逐艦,敷波(Lv.1)
2016/12/02 17:08:58,改修,駆逐艦,長月(Lv.1)
2016/12/02 17:08:45,改修,駆逐艦,叢雲(Lv.1)
2016/12/02 17:08:45,改修,駆逐艦,綾波(Lv.1)
2016/12/02 17:08:34,改修,軽巡洋艦,由良(Lv.1)
2016/12/02 17:08:34,改修,軽巡洋艦,名取(Lv.1)
2016/12/02 16:44:44,解体,駆逐艦,初霜(Lv.1)
2016/12/02 16:40:29,解体,駆逐艦,五月雨(Lv.1)
2016/12/02 16:30:60,解体,駆逐艦,初春(Lv.1)
2016/12/02 16:28:34,解体,駆逐艦,夕立(Lv.1)
2016/12/02 16:25:44,解体,駆逐艦,潮(Lv.1)
2016/12/02 16:20:17,解体,駆逐艦,黒潮(Lv.1)
2016/12/02 16:16:47,改修,重巡洋艦,妙高(Lv.1)
2016/12/02 16:16:35,改修,駆逐艦,深雪(Lv.1)
2016/12/02 16:16:35,改修,駆逐艦,深雪(Lv.1)
2016/11/31 24:32:30,解体,駆逐艦,大潮(Lv.2)
2016/11/31 24:27:36,解体,駆逐艦,夕立(Lv.1)
2016/11/31 22:49:59,改修,重巡洋艦,利根(Lv.1)
2016/11/31 21:10:08,改修,戦艦,扶桑(Lv.1)
2016/11/31 21:09:58,改修,駆逐艦,皐月(Lv.1)
2016/11/31 21:09:58,改修,駆逐艦,電(Lv.1)
2016/11/31 21:09:49,改修,駆逐艦,菊月(Lv.1)
2016/11/31 21:09:49,改修,駆逐艦,菊月(Lv.1)
2016/11/31 19:10:41,改修,重雷装巡洋艦,北上改二(Lv.50)
2016/11/31 19:10:29,改修,駆逐艦,初春(Lv.1)
2016/11/31 19:10:29,改修,駆逐艦,時雨(Lv.1)
2016/11/31 19:10:18,改修,駆逐艦,菊月(Lv.1)
2016/11/31 19:10:18,改修,駆逐艦,三日月(Lv.1)
2016/11/31 19:10:10,改修,駆逐艦,朧(Lv.1)
2016/11/31 19:10:10,改修,駆逐艦,電(Lv.1)
2016/11/31 19:07:26,解体,駆逐艦,三日月(Lv.1)
2016/11/31 19:04:53,解体,駆逐艦,初雪(Lv.2)
2016/11/31 17:38:16,解体,駆逐艦,敷波(Lv.1)
2016/11/31 17:09:35,解体,駆逐艦,深雪(Lv.2)
2016/11/31 15:43:26,解体,駆逐艦,電(Lv.2)
2016/11/31 15:34:48,解体,駆逐艦,菊月(Lv.1)
2016/11/31 14:54:02,解体,駆逐艦,大潮(Lv.1)
2016/11/31 01:06:23,解体,駆逐艦,雷(Lv.1)
2016/11/31 01:06:19,解体,駆逐艦,朧(Lv.1)
2016/11/31 01:06:12,解体,駆逐艦,敷波(Lv.1)
2016/11/31 01:06:06,解体,駆逐艦,敷波(Lv.1)
2016/11/30 21:21:38,解体,軽巡洋艦,天龍(Lv.1)
2016/11/30 20:57:53,解体,駆逐艦,暁(Lv.1)
2016/11/30 20:52:37,解体,駆逐艦,子日(Lv.1)
2016/11/30 17:32:50,解体,駆逐艦,綾波(Lv.1)
2016/11/30 17:29:55,解体,駆逐艦,深雪(Lv.1)
2016/11/30 17:16:27,解体,駆逐艦,時雨(Lv.1)
2016/11/30 17:08:46,解体,駆逐艦,長月(Lv.2)
2016/11/30 16:56:37,解体,駆逐艦,夕立(Lv.1)
2016/11/30 16:25:19,解体,駆逐艦,皐月(Lv.1)
2016/11/30 16:22:24,解体,駆逐艦,長月(Lv.2)
2016/11/29 24:22:42,解体,駆逐艦,響(Lv.1)
2016/11/29 24:20:13,解体,駆逐艦,初春(Lv.1)
2016/11/29 24:06:34,解体,駆逐艦,文月(Lv.1)
2016/11/29 24:03:45,解体,駆逐艦,初雪(Lv.1)
2016/11/29 22:29:47,解体,駆逐艦,雷(Lv.1)
2016/11/29 22:22:41,解体,駆逐艦,五月雨(Lv.2)
2016/11/29 22:14:54,解体,駆逐艦,響(Lv.1)
2016/11/29 22:08:58,解体,駆逐艦,五月雨(Lv.1)
2016/11/29 21:50:49,解体,駆逐艦,白雪(Lv.1)
2016/11/29 21:44:03,解体,駆逐艦,長月(Lv.1)
2016/11/29 21:35:55,解体,駆逐艦,長月(Lv.1)
2016/11/29 21:33:13,解体,駆逐艦,如月(Lv.2)
2016/11/29 21:27:35,解体,駆逐艦,如月(Lv.2)
2016/11/29 21:17:46,解体,駆逐艦,霰(Lv.1)
2016/11/29 21:12:43,改修,駆逐艦,潮(Lv.1)
2016/11/29 21:12:43,改修,駆逐艦,五月雨(Lv.1)
2016/11/29 21:12:43,改修,駆逐艦,潮(Lv.1)
2016/11/29 21:12:43,改修,駆逐艦,五月雨(Lv.1)
2016/11/29 21:12:28,解体,駆逐艦,初霜(Lv.2)
2016/11/29 21:02:20,解体,駆逐艦,夕立(Lv.1)
2016/11/29 19:43:43,解体,駆逐艦,涼風(Lv.2)
2016/11/29 19:06:33,解体,駆逐艦,電(Lv.2)
2016/11/29 18:42:56,解体,駆逐艦,敷波(Lv.1)
2016/11/29 18:21:56,解体,駆逐艦,初雪(Lv.1)
2016/11/29 18:09:01,解体,軽空母,飛鷹(Lv.1)
2016/11/29 18:08:37,解体,戦艦,山城(Lv.1)
2016/11/29 18:02:54,解体,駆逐艦,睦月(Lv.1)
2016/11/29 17:58:27,解体,駆逐艦,村雨(Lv.1)
2016/11/28 20:20:34,解体,戦艦,長門(Lv.1)
2016/11/28 20:20:29,解体,駆逐艦,綾波(Lv.1)
2016/11/28 20:20:23,解体,戦艦,扶桑(Lv.1)
2016/11/28 20:20:19,解体,駆逐艦,叢雲(Lv.1)
2016/11/28 20:20:14,解体,駆逐艦,如月(Lv.1)
2016/11/28 20:20:09,解体,駆逐艦,磯波(Lv.1)
2016/11/28 20:20:05,解体,駆逐艦,磯波(Lv.1)
2016/11/28 20:20:01,解体,重巡洋艦,愛宕(Lv.1)
2016/11/28 19:59:21,改修,駆逐艦,皐月(Lv.1)
2016/11/28 19:59:21,改修,駆逐艦,子日(Lv.1)
2016/11/28 19:59:11,改修,駆逐艦,響(Lv.1)
2016/11/28 19:59:11,改修,駆逐艦,響(Lv.1)
2016/11/28 19:58:43,解体,駆逐艦,綾波(Lv.1)
2016/11/28 19:19:32,解体,駆逐艦,霞(Lv.1)
2016/11/28 18:29:21,解体,駆逐艦,若葉(Lv.1)
2016/11/28 18:26:56,解体,駆逐艦,五月雨(Lv.1)
2016/11/28 18:23:54,解体,駆逐艦,綾波(Lv.1)
2016/11/28 18:18:42,解体,駆逐艦,初雪(Lv.1)
2016/11/28 18:07:29,解体,駆逐艦,大潮(Lv.1)
2016/11/28 17:11:29,解体,駆逐艦,暁(Lv.2)
2016/11/28 16:32:47,解体,駆逐艦,敷波(Lv.1)
2016/11/28 16:27:46,解体,駆逐艦,電(Lv.1)
2016/11/28 16:24:50,解体,駆逐艦,綾波(Lv.1)
2016/11/28 15:18:06,解体,駆逐艦,朧(Lv.1)
2016/11/28 15:15:13,解体,駆逐艦,菊月(Lv.1)
2016/11/28 02:32:53,解体,駆逐艦,荒潮(Lv.1)
2016/11/28 02:11:55,解体,駆逐艦,若葉(Lv.1)
2016/11/28 02:11:51,解体,駆逐艦,深雪(Lv.1)
2016/11/28 02:11:47,解体,駆逐艦,深雪(Lv.1)
2016/11/28 02:11:43,解体,軽巡洋艦,天龍(Lv.1)
2016/11/28 02:11:37,解体,駆逐艦,初霜(Lv.1)
2016/11/28 02:11:33,解体,駆逐艦,如月(Lv.1)
2016/11/28 02:11:29,解体,駆逐艦,望月(Lv.1)
2016/11/28 02:11:25,解体,駆逐艦,曙(Lv.1)
2016/11/28 02:11:22,解体,駆逐艦,三日月(Lv.1)
2016/11/28 02:11:18,解体,駆逐艦,文月(Lv.1)
2016/11/28 02:11:13,解体,駆逐艦,電(Lv.1)
2016/11/28 02:11:09,解体,駆逐艦,朧(Lv.1)
2016/11/28 02:11:04,解体,駆逐艦,初雪(Lv.1)
2016/11/28 02:11:01,解体,駆逐艦,荒潮(Lv.1)
2016/11/28 02:10:57,解体,駆逐艦,若葉(Lv.1)
2016/11/28 02:07:37,解体,駆逐艦,曙(Lv.1)
2016/11/28 02:05:17,解体,駆逐艦,子日(Lv.2)
2016/11/28 01:60:40,解体,駆逐艦,初春(Lv.2)
2016/11/28 01:53:19,解体,駆逐艦,敷波(Lv.2)
2016/11/28 01:45:20,解体,駆逐艦,吹雪(Lv.1)
2016/11/28 01:42:41,解体,駆逐艦,雷(Lv.1)
2016/11/28 01:39:50,解体,駆逐艦,初霜(Lv.2)
2016/11/28 01:33:02,解体,戦艦,山城(Lv.1)
2016/11/28 01:16:02,解体,駆逐艦,敷波(Lv.1)
2016/11/28 01:15:58,解体,駆逐艦,漣(Lv.1)
2016/11/28 01:15:50,解体,駆逐艦,初雪(Lv.1)
2016/11/28 01:15:43,解体,駆逐艦,電(Lv.1)
2016/11/28 01:15:39,解体,駆逐艦,長月(Lv.1)
2016/11/28 01:15:35,解体,軽巡洋艦,天龍(Lv.1)
2016/11/28 01:15:31,解体,駆逐艦,白雪(Lv.1)
2016/11/28 01:15:26,解体,駆逐艦,電(Lv.1)
2016/11/28 01:15:22,解体,駆逐艦,大潮(Lv.1)
